Time	Node	Event	SeqNo
4.25558	1	Incoming interest	1
4.25558	2	Incoming interest	1
4.30678	0	Broadcasting	
4.30683	1	Incoming interest	1
4.30683	2	Incoming interest	1
4.35816	0	Broadcasting	
4.3582	1	Incoming interest	1
4.3582	2	Incoming interest	1
5	2	Incoming interest	3
5	2	Broadcasting	
5.00004	1	Incoming interest	3
5.00004	0	Incoming interest	3
5.00042	1	Broadcasting	
5.00046	2	Incoming interest	3
5.00182	0	Broadcasting	
5.00187	2	Incoming interest	3
5.05334	0	Broadcasting	
5.05339	1	Incoming interest	3
5.05339	2	Incoming interest	3
5.10397	0	Broadcasting	
5.10402	1	Incoming interest	3
5.10402	2	Incoming interest	3
5.1541	0	Broadcasting	
5.15415	1	Incoming interest	3
5.15415	2	Incoming interest	3
5.20462	0	Broadcasting	
5.20467	1	Incoming interest	3
5.20467	2	Incoming interest	3
5.2554	0	Broadcasting	
5.25544	1	Incoming interest	3
5.25544	2	Incoming interest	3
5.30627	0	Broadcasting	
5.30631	1	Incoming interest	3
5.30631	2	Incoming interest	3
5.35695	0	Broadcasting	
5.35699	1	Incoming interest	3
5.35699	2	Incoming interest	3
6	2	Incoming interest	4
6	2	Broadcasting	
6.00004	1	Incoming interest	4
6.00004	0	Incoming interest	4
6.00026	0	Broadcasting	
6.00031	2	Incoming interest	4
6.05116	0	Broadcasting	
6.05121	1	Incoming interest	4
6.05121	2	Incoming interest	4
6.10122	0	Broadcasting	
6.10127	1	Incoming interest	4
6.10127	2	Incoming interest	4
6.15228	0	Broadcasting	
6.15233	1	Incoming interest	4
6.15233	2	Incoming interest	4
6.20382	0	Broadcasting	
6.20387	1	Incoming interest	4
6.20387	2	Incoming interest	4
6.25462	0	Broadcasting	
6.25466	1	Incoming interest	4
6.25466	2	Incoming interest	4
6.30563	0	Broadcasting	
6.30567	1	Incoming interest	4
6.35677	0	Broadcasting	
6.35682	1	Incoming interest	4
6.35682	2	Incoming interest	4
7	2	Incoming interest	0
7	2	Broadcasting	
7.00004	1	Incoming interest	0
7.00004	0	Incoming interest	0
7.00035	0	Broadcasting	
7.0004	2	Incoming interest	0
7.05218	0	Broadcasting	
7.05223	1	Incoming interest	0
7.05223	2	Incoming interest	0
7.10288	0	Broadcasting	
7.10292	1	Incoming interest	0
7.10292	2	Incoming interest	0
7.15453	0	Broadcasting	
7.15457	1	Incoming interest	0
7.15457	2	Incoming interest	0
7.20483	0	Broadcasting	
7.20487	1	Incoming interest	0
7.20487	2	Incoming interest	0
7.25674	0	Broadcasting	
7.25678	1	Incoming interest	0
7.25678	2	Incoming interest	0
7.30873	0	Broadcasting	
7.30878	1	Incoming interest	0
7.30878	2	Incoming interest	0
7.35985	0	Broadcasting	
7.35989	1	Incoming interest	0
7.35989	2	Incoming interest	0
